"longitude","latitude"
-60.1151276,-30.0242686
-72.558216,-3.413436
-64.701482,-40.529986
-58.8022,-29.2583
-64.4231213,-33.1522621
-58.612521,-30.9683687
-62.6560374,-31.0842556
-66.4514136,-33.1911603
-65.0439858,-26.6150526
-64.3144788,-33.1111868
-73.715932,-4.909693
-60.7519717,-26.7138361
-48.7098146,-16.1824292
-72.5731516,-13.3978857
-48.3603207,-21.2383534
-54.9586364,-2.8564928
-64.8107408,-33.2919466
-57.3688436,-23.6682512
-63.0067849,-7.4864737
-58.1460113,-26.1728475
-61.761395,-26.186802
-65.1172757,-18.7765598
-58.5844368,-30.5021362
-66.430959,-32.6828984
-61.1659802,-31.5970522
-64.6445828,-30.0291462
-59.4481647,-31.3350456
-75.4006398,-0.9204731
-60.1079071,-3.0627953
-58.2423261,-32.9795751
-63.344,-7.541
-58.07114,-25.92533
-65.2454052,-32.1121635
-58.6385191,-31.2743442
-76.5229028,-4.7709228
-60.0162907,-29.9958989
-55.0470137,-19.3380374
-62.6161953,-38.5267844
-51.3976001,-22.1486407
-62.354524,-26.0111491
-68.952457,-9.1301623
-60.626936,-31.6187434
-56.6196299,-27.5788946
-58.7734222,-24.9269174
-66.8723707,-29.3360512
-62.8279986,-26.0346364
-62.4929086,-38.8709256
-64.6023366,-33.3145886
-66.2186387,-30.9556545
-60.3801956,-31.6461417
-57.829833,-29.05781
-63.5258245,-37.7369195
-68.254846,12.1582588
-60.2675608,-30.345898
-65.6843118,-32.3944002
-64.3097667,-31.0551233
-65.1811111,-31.7730556
-51.6519843,-17.7448951
-43.9671508,-14.2050266
-59.2336055,-27.2582655
-65.0873867,-31.3238122
-65.7609415,-17.1683465
-45.0850602,-16.6598492
-49.9551072,-20.42077
-59.5663691,-2.0241538
-64.8155594,-40.7007478
-68.9805976,-12.5106197
-46.9379956,-19.0063484
-59.048,-24.508
-56.5862846,-9.0541816
-56.30201,-4.52793
-55.9879589,-9.2466507
-61.1881785,-30.1856121
-66.5457642,-30.1548887
-56.516279,-20.9821571
-63.3082342,-30.1855923
-60.6542786,-30.3332396
-60.05069,-1.979081
-43.951215,-19.746338
-65.7851458,-18.0743072
-58.5381714,-26.7088398
-58.4721416,-30.9384378
-50.27032,-6.182723
-48.1235305,-5.6506494
-46.1277663,-6.9845495
-58.3355544,-33.1237078
-76.9376903,-0.9923113
-62.5807943,-30.8615558
-65.4007564,-28.3296081
-73.402225,3.531198
-63.56358,-19.76365
-63.5357064,-21.9996707
-64.8435,-34.8336667
-47.7617633,-21.1079429
-61.9585376,-25.9725189
-59.3058555,-31.0145415
-46.509,-20.3241
-64.3654797,-23.5631428
-63.5309791,-31.6534947
-54.6170855,-20.5049346
-64.9443054,-40.7342507
-49.8551612,-10.4953592
-63.7529465,-23.12725
-64.7102484,-24.1943981
-57.6022167,-19.023741
-56.1595,-34.9313333
-61.92602,-8.952952
-76.2076499,-0.6467544
-44.281072,-15.123492
-64.11943,-18.07425
-76.9670606,-6.025976
-64.9005586,-18.4462026
-65.68499,-28.4770684
-57.9487181,-30.3992337
-64.4313889,-31.8383333
-59.4037916,-30.6008459
-46.646662,-22.521771
